timestamp,BTC-PERP,ETH-PERP,SOL-PERP
1656111600,20770.0,1213.9,37.78
1656115200,20770.0,1213.8,37.78
1656118800,20770.0,1213.8,37.78
1656122400,20770.0,1213.8,37.78
1656126000,20770.0,1213.8,37.7725
1656129600,20770.0,1213.8,37.7725
1656133200,20770.0,1213.9,37.7725
1656136800,20770.0,1213.9,37.7725
1656140400,20770.0,1213.9,37.7725
1656144000,20770.0,1213.9,37.7725
1656147600,20770.0,1213.9,37.7725
1656151200,20771.0,1213.9,37.7725
1656154800,20771.0,1213.9,37.7725
1656158400,20771.0,1213.9,37.7725
1656162000,20771.0,1213.9,37.7725
1656165600,20771.0,1213.9,37.7725
1656169200,20771.0,1213.9,37.7725
1656172800,20771.0,1213.9,37.7725
1656176400,20771.0,1213.9,37.7725
1656180000,20771.0,1213.9,37.7725
1656183600,20771.0,1213.9,37.7725
1656187200,20771.0,1213.9,37.7725
1656190800,20771.0,1213.9,37.7725
1656194400,20771.0,1213.9,37.7725
1656198000,20771.0,1213.9,37.7725
1656201600,20771.0,1213.9,37.7725
1656205200,20771.0,1213.9,37.7725
1656208800,20771.0,1213.9,37.7725
1656212400,20771.0,1213.9,37.7725
1656216000,20771.0,1213.9,37.7725
1656219600,20771.0,1213.9,37.7725
1656223200,20771.0,1213.9,37.7725
1656226800,20771.0,1213.9,37.7725
1656230400,20771.0,1213.9,37.7725
1656234000,20771.0,1213.9,37.7725
1656237600,20771.0,1213.9,37.7725
1656241200,20771.0,1213.9,37.7725
1656244800,20771.0,1213.9,37.7725
1656248400,20771.0,1213.9,37.7725
1656252000,20771.0,1213.9,37.7725
1656255600,20771.0,1213.9,37.7725
1656259200,20771.0,1213.9,37.7725
1656262800,20771.0,1213.9,37.7725
1656266400,20771.0,1213.9,37.7725
1656270000,20771.0,1213.9,37.7725
1656273600,20771.0,1213.9,37.7725
1656277200,20771.0,1213.9,37.7725
1656280800,20771.0,1214.2,37.7725
1656284400,20771.0,1214.2,37.7725
1656288000,20771.0,1214.2,37.7725
1656291600,20771.0,1214.5,37.7725
1656295200,20771.0,1214.5,37.7725
1656298800,20771.0,1214.3,37.7725
1656302400,20771.0,1214.3,37.7725
1656306000,20771.0,1214.1,37.7725
1656309600,20771.0,1214.1,37.7725
1656313200,20771.0,1214.1,37.7725
1656316800,20771.0,1214.1,37.7725
1656320400,20771.0,1214.1,37.7725
1656324000,20771.0,1214.1,37.7725
1656327600,20771.0,1214.1,37.7725
1656331200,20771.0,1214.1,37.7725
1656334800,20771.0,1214.3,37.7725
1656338400,20771.0,1214.3,37.7725
1656342000,20771.0,1214.3,37.77
1656345600,20771.0,1214.3,37.77
1656349200,20771.0,1214.3,37.77
1656352800,20771.0,1214.3,37.7725
1656356400,20771.0,1214.3,37.7725
